ERR2683161	0.985446	735	1000	10	0	Acinetobacter_baumannii.fna.gz	
ERR2683161	0.816057	14	1000	1	1.9459e-15	Campylobacter_jejuni.fna.gz	
ERR2683161	0.863618	46	1000	1	1.13212e-70	Enterococcus_faecium.fna.gz	
ERR2683161	0.818742	15	1000	1	7.172e-17	Haemophilus_influenzae.fna.gz	
ERR2683161	0.806739	11	1000	2	2.50592e-11	Helicobacter_pylori.fna.gz	
ERR2683161	0.837273	24	1000	4	7.02826e-31	Klebsiella_pneumoniae.fna.gz	
ERR2683161	0.855797	38	1000	2	1.68281e-55	Neisseria_gonorrhoeae.fna.gz	
ERR2683161	0.904322	121	1000	2	1.92905e-235	Pseudomonas_aeruginosa.fna.gz	
ERR2683161	0.905028	123	1000	9	3.13397e-240	Salmonella_enterica_subsp.fna.gz	
ERR2683161	0.816057	14	1000	3	1.9459e-15	Staphylococcus_aureus.fna.gz	
ERR2683161	0.84754	31	1000	2	7.71995e-43	Streptococcus_pneumoniae.fna.gz	
ERR2683178	0.989899	808	1000	8	0	Acinetobacter_baumannii.fna.gz	
ERR2683178	0.838902	25	1000	2	1.90998e-30	Campylobacter_jejuni.fna.gz	
ERR2683178	0.911847	144	1000	1	3.79237e-279	Enterococcus_faecium.fna.gz	
ERR2683178	0.838902	25	1000	2	1.90998e-30	Haemophilus_influenzae.fna.gz	
ERR2683178	0.821262	16	1000	1	5.20248e-17	Helicobacter_pylori.fna.gz	
ERR2683178	0.855797	38	1000	2	2.71481e-52	Klebsiella_pneumoniae.fna.gz	
ERR2683178	0.862715	45	1000	2	6.23631e-65	Neisseria_gonorrhoeae.fna.gz	
ERR2683178	0.91934	171	1000	3	0	Pseudomonas_aeruginosa.fna.gz	
ERR2683178	0.911545	143	1000	5	9.30559e-277	Salmonella_enterica_subsp.fna.gz	
ERR2683178	0.825882	18	1000	2	7.67819e-20	Staphylococcus_aureus.fna.gz	
ERR2683178	0.856856	39	1000	4	4.58371e-54	Streptococcus_pneumoniae.fna.gz	
ERR3277263	0.987631	770	1000	13	0	Enterococcus_faecium.fna.gz	
ERR3277263	0.789561	7	1000	4	6.25767e-17	Haemophilus_influenzae.fna.gz	
ERR3277263	0.719686	1	1000	1	0.0163211	Helicobacter_pylori.fna.gz	
ERR3277263	0.890712	88	1000	2	1.11584e-293	Klebsiella_pneumoniae.fna.gz	
ERR3277263	0.743837	2	1000	2	0.000133786	Pseudomonas_aeruginosa.fna.gz	
ERR3277263	0.862715	45	1000	13	1.63353e-137	Salmonella_enterica_subsp.fna.gz	
ERR3277263	0.768798	4	1000	12	2.99737e-09	Staphylococcus_aureus.fna.gz	
ERR3277263	0.889737	86	1000	2	3.78048e-286	Streptococcus_pneumoniae.fna.gz	
SRR492065	0.719686	1	1000	1	0.038062	Campylobacter_jejuni.fna.gz	
SRR492065	0.806739	11	1000	156	6.87559e-24	Enterococcus_faecium.fna.gz	
SRR492065	0.783786	6	1000	129	4.51945e-12	Haemophilus_influenzae.fna.gz	
SRR492065	0.719686	1	1000	74	0.038062	Helicobacter_pylori.fna.gz	
SRR492065	0.841982	27	1000	2	4.9345e-67	Klebsiella_pneumoniae.fna.gz	
SRR492065	0.743837	2	1000	3	0.000733005	Salmonella_enterica_subsp.fna.gz	
SRR492065	0.992954	862	1000	13	0	Staphylococcus_aureus.fna.gz	
SRR492065	0.84754	31	1000	3	1.31977e-78	Streptococcus_pneumoniae.fna.gz	
SRR6257405	0.794597	8	1000	3	7.0751e-20	Enterococcus_faecium.fna.gz	
SRR6257405	0.768798	4	1000	7	2.23121e-09	Haemophilus_influenzae.fna.gz	
SRR6257405	0.719686	1	1000	44	0.0151653	Helicobacter_pylori.fna.gz	
SRR6257405	0.794597	8	1000	1	7.0751e-20	Klebsiella_pneumoniae.fna.gz	
SRR6257405	0.758338	3	1000	1	5.86232e-07	Neisseria_gonorrhoeae.fna.gz	
SRR6257405	0.743837	2	1000	335	0.000115464	Pseudomonas_aeruginosa.fna.gz	
SRR6257405	0.855797	38	1000	7	9.209e-115	Salmonella_enterica_subsp.fna.gz	
SRR6257405	0.98551	736	1000	6	0	Staphylococcus_aureus.fna.gz	
SRR6257405	0.803086	10	1000	1	1.80417e-25	Streptococcus_pneumoniae.fna.gz	
SRR6439511	0.927742	207	1000	884	0	Acinetobacter_baumannii.fna.gz	
SRR6439511	0.743837	2	1000	1	0.00136397	Campylobacter_jejuni.fna.gz	
SRR6439511	0.719686	1	1000	1195	0.0517982	Enterococcus_faecium.fna.gz	
SRR6439511	0.719686	1	1000	1195	0.0517982	Haemophilus_influenzae.fna.gz	
SRR6439511	0.719686	1	1000	1195	0.0517982	Klebsiella_pneumoniae.fna.gz	
SRR6439511	0.758338	3	1000	24	2.4027e-05	Neisseria_gonorrhoeae.fna.gz	
SRR6439511	0.853596	36	1000	14	1.81863e-88	Pseudomonas_aeruginosa.fna.gz	
SRR6439511	0.838902	25	1000	20	6.32945e-58	Salmonella_enterica_subsp.fna.gz	
SRR6439511	0.719686	1	1000	1195	0.0517982	Staphylococcus_aureus.fna.gz	
SRR6439511	0.719686	1	1000	1195	0.0517982	Streptococcus_pneumoniae.fna.gz	
SRR6439514	0.993553	873	1000	276	0	Acinetobacter_baumannii.fna.gz	
SRR6439514	0.719686	1	1000	1	0.105873	Campylobacter_jejuni.fna.gz	
SRR6439514	0.813182	13	1000	2	5.78124e-23	Enterococcus_faecium.fna.gz	
SRR6439514	0.777011	5	1000	2	1.31946e-07	Haemophilus_influenzae.fna.gz	
SRR6439514	0.743837	2	1000	30	0.00580792	Helicobacter_pylori.fna.gz	
SRR6439514	0.799067	9	1000	1	6.61826e-15	Klebsiella_pneumoniae.fna.gz	
SRR6439514	0.789561	7	1000	1	3.87325e-11	Neisseria_gonorrhoeae.fna.gz	
SRR6439514	0.893059	93	1000	10	3.2866e-235	Pseudomonas_aeruginosa.fna.gz	
SRR6439514	0.910314	139	1000	6	0	Salmonella_enterica_subsp.fna.gz	
SRR6439514	0.783786	6	1000	1	2.4422e-09	Staphylococcus_aureus.fna.gz	
SRR6439514	0.794597	8	1000	1	5.37201e-13	Streptococcus_pneumoniae.fna.gz	
